Tanggal;TID;Menu;Qty;Harga;Subtotal
;120R0153;Dimsum Siomay Keju;4;30000;120000
;120R0153;Kaastengels;3;85000;255000
2020-01-10;120R0154;Brownies Cookies;6;40000;240000
;120R0154;Cookies Hias;6;60000;360000
;120R0154;Pudding Batik;1;120000;120000
2020-01-10;120R0155;Blueberry Cheese;1;65000;65000
;120R0155;Sagu Keju;7;75000;525000
;120R0155;Dimsum Siomay Ayam;2;27000;54000
;120R0155;Brownies Cookies;5;40000;200000
2020-01-10;120R0156;Brownies Cookies;6;40000;240000
;120R0156;Dimsum Siomay Ayam;5;27000;135000
2020-01-10;120R0157;Nastar Spesial;7;90000;630000
;120R0157;Lavarisol Smoked Beef;2;60000;120000
;120R0157;Lidah Kucing;4;70000;280000
;120R0157;Pudding Buah;6;100000;600000
2020-01-10;120R0158;Brownies Cookies;5;40000;200000
;120R0158;Sagu Keju;5;75000;375000
2020-01-10;120R0159;Brownies Cookies;2;40000;80000
;120R0159;Red Velvet;3;90000;270000
;120R0159;Dimsum Siomay Ayam;1;27000;27000
2020-01-10;120R0160;Lavarisol Triple Cheese;4;60000;240000
;120R0160;Putri Salju;5;85000;425000
;120R0160;Dimsum Siomay Original;6;25000;150000
2020-01-10;120R0161;Pudding Batik;3;120000;360000
;120R0161;Lavarisol Triple Cheese;3;60000;180000
;120R0161;Brownies Cookies;4;40000;160000
2020-01-10;120R0162;Pudding Buah;3;100000;300000
;120R0162;Dimsum Siomay Crab;6;27000;162000
;120R0162;Dimsum Siomay Keju;6;30000;180000
;120R0162;Pudding Buah;6;100000;600000
2020-01-10;120R0163;Dimsum Siomay Udang Keju;1;32000;32000
;120R0163;Lavarisol Original;6;60000;360000
;120R0163;Pudding Batik;6;120000;720000
;120R0163;Lavarisol Triple Cheese;1;60000;60000
2020-01-10;120R0164;Red Velvet;2;90000;180000
;120R0164;Lavarisol Campur;1;60000;60000
;120R0164;Dimsum Siomay Original;4;25000;100000
2020-01-10;120R0165;Nastar Spesial;1;90000;90000
;120R0165;Lavarisol Campur;6;60000;360000
;120R0165;Cookies Hias;3;60000;180000
2020-01-11;120R0166;Lavarisol Original;1;60000;60000
;120R0166;Lidah Kucing;7;70000;490000
2020-01-11;120R0167;Lavarisol Original;2;60000;120000
2020-01-11;120R0168;Lavarisol Original;7;60000;420000
;120R0168;Lavarisol Triple Cheese;3;60000;180000
;120R0168;Pudding Batik;6;120000;720000
2020-01-11;120R0169;Brownies Cookies;1;40000;40000
;120R0169;Sagu Keju;6;75000;450000
;120R0169;Red Velvet;1;90000;90000
;120R0169;Dimsum Siomay Keju;3;30000;90000
2020-01-11;120R0170;Lavarisol Campur;4;60000;240000
;120R0170;Lavarisol Smoked Beef;3;60000;180000
;120R0170;Lidah Kucing;2;70000;140000
2020-01-11;120R0171;Lavarisol Smoked Beef;2;60000;120000
;120R0171;Pudding Buah;7;100000;700000
;120R0171;Nastar Spesial;5;90000;450000
;120R0171;Dimsum Siomay Crab;1;27000;27000
;120R0171;Dimsum Siomay Keju;2;30000;60000
2020-01-11;120R0172;Lidah Kucing;4;70000;280000
;120R0172;Nastar Spesial;3;90000;270000
;120R0172;Putri Salju;1;85000;85000
2020-01-11;120R0173;Dimsum Siomay Original;4;25000;100000
;120R0173;Lavarisol Campur;1;60000;60000
;120R0173;Brownies Cookies;1;40000;40000
2020-01-11;120R0174;Dimsum Siomay Original;1;25000;25000
;120R0174;Dimsum Siomay Crab;2;27000;54000
2020-01-11;120R0175;Dimsum Siomay Crab;3;27000;81000
;120R0175;Pudding Buah;6;100000;600000
2020-01-11;120R0176;Pudding Buah;7;100000;700000
;120R0176;Dimsum Siomay Udang Keju;6;32000;192000
;120R0176;Dimsum Siomay Ayam;4;27000;108000
;120R0176;Dimsum Siomay Keju;5;30000;150000
2020-01-11;120R0177;Blueberry Cheese;2;65000;130000
;120R0177;Lavarisol Original;3;60000;180000
;120R0177;Dimsum Siomay Original;6;25000;150000
;120R0177;Lidah Kucing;4;70000;280000
2020-01-11;120R0178;Dimsum Siomay Ayam;7;27000;189000
;120R0178;Lidah Kucing;2;70000;140000
;120R0178;Dimsum Siomay Original;5;25000;125000
2020-01-11;120R0179;Putri Salju;2;85000;170000
;120R0179;Sagu Keju;6;75000;450000
;120R0179;Pudding Batik;7;120000;840000
;120R0179;Dimsum Siomay Keju;7;30000;210000
2020-01-11;120R0180;Kaastengels;6;85000;510000
;120R0180;Blueberry Cheese;5;65000;325000
;120R0180;Red Velvet;2;90000;180000
;120R0180;Pudding Batik;7;120000;840000
2020-01-11;120R0181;Dimsum Siomay Original;4;25000;100000
;120R0181;Lavarisol Original;6;60000;360000
;120R0181;Lavarisol Campur;1;60000;60000
2020-01-11;120R0182;Lavarisol Campur;4;60000;240000
;120R0182;Dimsum Siomay Udang Keju;7;32000;224000
;120R0182;Pudding Buah;5;100000;500000
2020-01-11;120R0183;Pudding Batik;5;120000;600000
;120R0183;Lavarisol Campur;7;60000;420000
;120R0183;Nastar Spesial;4;90000;360000
;120R0183;Dimsum Siomay Keju;1;30000;30000
;120R0183;Dimsum Siomay Udang Keju;2;32000;64000
2020-01-11;120R0184;Brownies Cookies;5;40000;200000
;120R0184;Nastar Spesial;4;90000;360000
;120R0184;Dimsum Siomay Keju;5;30000;150000
;120R0184;Lavarisol Smoked Beef;2;60000;120000
2020-01-11;120R0185;Pudding Buah;5;100000;500000
;120R0185;Kaastengels;1;85000;85000
;120R0185;Dimsum Siomay Crab;7;27000;189000
2020-01-12;120R0186;Lavarisol Campur;2;60000;120000
;120R0186;Red Velvet;6;90000;540000
;120R0186;Dimsum Siomay Udang Keju;7;32000;224000
;120R0186;Nastar Spesial;1;90000;90000
2020-01-12;120R0187;Pudding Batik;5;120000;600000
;120R0187;Lidah Kucing;3;70000;210000
;120R0187;Lavarisol Original;2;60000;120000
2020-01-12;120R0188;Dimsum Siomay Crab;6;27000;162000
;120R0188;Lavarisol Campur;1;60000;60000
;120R0188;Blueberry Cheese;5;65000;325000
;120R0188;Putri Salju;6;85000;510000
2020-01-12;120R0189;Brownies Cookies;4;40000;160000
;120R0189;Nastar Spesial;5;90000;450000
;120R0189;Dimsum Siomay Crab;7;27000;189000
2020-01-12;120R0190;Brownies Cookies;1;40000;40000
;120R0190;Dimsum Siomay Udang Keju;2;32000;64000
;120R0190;Lavarisol Triple Cheese;4;60000;240000
2020-01-12;120R0191;Dimsum Siomay Crab;1;27000;27000
;120R0191;Lavarisol Triple Cheese;1;60000;60000
;120R0191;Lidah Kucing;2;70000;140000
2020-01-12;120R0192;Dimsum Siomay Crab;5;27000;135000
;120R0192;Dimsum Siomay Keju;7;30000;210000
;120R0192;Blueberry Cheese;7;65000;455000
;120R0192;Cookies Hias;3;60000;180000
2020-01-12;120R0193;Blueberry Cheese;7;65000;455000
;120R0193;Dimsum Siomay Ayam;1;27000;27000
2020-01-12;120R0194;Dimsum Siomay Ayam;2;27000;54000
;120R0194;Dimsum Siomay Original;6;25000;150000
;120R0194;Dimsum Siomay Crab;4;27000;108000
2020-01-12;120R0195;Dimsum Siomay Ayam;2;27000;54000
;120R0195;Brownies Cookies;7;40000;280000
;120R0195;Pudding Buah;4;100000;400000
;120R0195;Cookies Hias;7;60000;420000
;120R0195;Dimsum Siomay Udang Keju;2;32000;64000
2020-01-12;120R0196;Red Velvet;4;90000;360000
;120R0196;Dimsum Siomay Original;3;25000;75000
;120R0196;Dimsum Siomay Ayam;7;27000;189000
2020-01-12;120R0197;Cookies Hias;3;60000;180000
;120R0197;Dimsum Siomay Original;4;25000;100000
;120R0197;Lavarisol Original;3;60000;180000
;120R0197;Dimsum Siomay Ayam;6;27000;162000
2020-01-12;120R0198;Putri Salju;2;85000;170000
;120R0198;Lavarisol Campur;3;60000;180000
;120R0198;Blueberry Cheese;1;65000;65000
2020-01-12;120R0199;Putri Salju;2;85000;170000
;120R0199;Sagu Keju;4;75000;300000
2020-01-12;120R0200;Lavarisol Triple Cheese;6;60000;360000
;120R0200;Lavarisol Original;1;60000;60000
;120R0200;Lavarisol Campur;6;60000;360000
2020-01-12;120R0201;Brownies Cookies;6;40000;240000
;120R0201;Lidah Kucing;5;70000;350000
;120R0201;Lavarisol Original;6;60000;360000
2020-01-12;120R0202;Brownies Cookies;2;40000;80000
;120R0202;Lavarisol Original;7;60000;420000
;120R0202;Dimsum Siomay Udang Keju;4;32000;128000
;120R0202;Pudding Buah;4;100000;400000
2020-01-12;120R0203;Pudding Buah;5;100000;500000
;120R0203;Dimsum Siomay Crab;7;27000;189000
;120R0203;Dimsum Siomay Ayam;2;27000;54000
2020-01-12;120R0204;Pudding Batik;3;120000;360000
;120R0204;Red Velvet;6;90000;540000
;120R0204;Pudding Buah;1;100000;100000
2020-01-12;120R0205;Red Velvet;5;90000;450000
2020-01-12;120R0206;Lavarisol Campur;4;60000;240000
;120R0206;Lavarisol Original;3;60000;180000
;120R0206;Lavarisol Smoked Beef;2;60000;120000
2020-01-13;120R0207;Dimsum Siomay Original;5;25000;125000
;120R0207;Dimsum Siomay Udang Keju;7;32000;224000
2020-01-13;120R0208;Kaastengels;1;85000;85000
;120R0208;Pudding Buah;3;100000;300000
;120R0208;Dimsum Siomay Ayam;7;27000;189000
2020-01-13;120R0209;Lavarisol Original;6;60000;360000
;120R0209;Dimsum Siomay Crab;1;27000;27000
2020-01-13;120R0210;Lavarisol Original;4;60000;240000
;120R0210;Cookies Hias;5;60000;300000
;120R0210;Pudding Batik;7;120000;840000
;120R0210;Lavarisol Smoked Beef;1;60000;60000
2020-01-13;120R0211;Dimsum Siomay Udang Keju;1;32000;32000
;120R0211;Lavarisol Triple Cheese;7;60000;420000
;120R0211;Lavarisol Smoked Beef;7;60000;420000
2020-01-13;120R0212;Cookies Hias;7;60000;420000
;120R0212;Lidah Kucing;5;70000;350000
;120R0212;Dimsum Siomay Ayam;6;27000;162000
;120R0212;Nastar Spesial;3;90000;270000
2020-01-13;120R0213;Brownies Cookies;5;40000;200000
;120R0213;Lidah Kucing;3;70000;210000
;120R0213;Pudding Buah;2;100000;200000
2020-01-13;120R0214;Dimsum Siomay Keju;2;30000;60000
;120R0214;Sagu Keju;3;75000;225000
;120R0214;Brownies Cookies;6;40000;240000
;120R0214;Lavarisol Smoked Beef;4;60000;240000
2020-01-13;120R0215;Brownies Cookies;3;40000;120000
;120R0215;Lavarisol Campur;7;60000;420000
;120R0215;Dimsum Siomay Original;3;25000;75000
2020-01-13;120R0216;Red Velvet;3;90000;270000
;120R0216;Cookies Hias;5;60000;300000
;120R0216;Lavarisol Triple Cheese;4;60000;240000
;120R0216;Lavarisol Campur;3;60000;180000
2020-01-13;120R0217;Brownies Cookies;2;40000;80000
;120R0217;Nastar Spesial;6;90000;540000
;120R0217;Blueberry Cheese;7;65000;455000
2020-01-13;120R0218;Pudding Batik;4;120000;480000
;120R0218;Lavarisol Triple Cheese;4;60000;240000
;120R0218;Red Velvet;5;90000;450000
;120R0218;Brownies Cookies;5;40000;200000
2020-01-13;120R0219;Red Velvet;4;90000;360000
2020-01-13;120R0220;Red Velvet;6;90000;540000
;120R0220;Lidah Kucing;7;70000;490000
;120R0220;Lavarisol Campur;2;60000;120000
;120R0220;Kaastengels;5;85000;425000
2020-01-13;120R0221;Red Velvet;3;90000;270000
;120R0221;Lidah Kucing;3;70000;210000
;120R0221;Lavarisol Smoked Beef;5;60000;300000
2020-01-13;120R0222;Sagu Keju;4;75000;300000
;120R0222;Dimsum Siomay Crab;5;27000;135000
;120R0222;Lavarisol Original;4;60000;240000
;120R0222;Nastar Spesial;2;90000;180000
2020-01-13;120R0223;Lavarisol Original;5;60000;300000
;120R0223;Red Velvet;7;90000;630000
;120R0223;Lavarisol Triple Cheese;3;60000;180000
2020-01-13;120R0224;Red Velvet;4;90000;360000
;120R0224;Cookies Hias;6;60000;360000
;120R0224;Sagu Keju;4;75000;300000
2020-01-14;120R0225;Dimsum Siomay Crab;4;27000;108000
;120R0225;Dimsum Siomay Keju;6;30000;180000
;120R0225;Pudding Buah;7;100000;700000
2020-01-14;120R0226;Dimsum Siomay Crab;5;27000;135000
;120R0226;Pudding Buah;4;100000;400000
;120R0226;Blueberry Cheese;3;65000;195000
2020-01-14;120R0227;Pudding Buah;7;100000;700000
;120R0227;Dimsum Siomay Ayam;2;27000;54000
2020-01-14;120R0228;Pudding Buah;3;100000;300000
;120R0228;Pudding Batik;6;120000;720000
2020-01-14;120R0229;Pudding Batik;2;120000;240000
2020-01-14;120R0230;Pudding Batik;5;120000;600000
;120R0230;Sagu Keju;7;75000;525000
2020-01-14;120R0231;Kaastengels;7;85000;595000
;120R0231;Cookies Hias;6;60000;360000
;120R0231;Pudding Batik;4;120000;480000
2020-01-14;120R0232;Lavarisol Triple Cheese;3;60000;180000
;120R0232;Kaastengels;7;85000;595000
;120R0232;Pudding Buah;5;100000;500000
;120R0232;Cookies Hias;2;60000;120000
2020-01-14;120R0233;Lavarisol Smoked Beef;1;60000;60000
;120R0233;Cookies Hias;3;60000;180000
;120R0233;Brownies Cookies;5;40000;200000
2020-01-14;120R0234;Blueberry Cheese;4;65000;260000
;120R0234;Dimsum Siomay Udang Keju;2;32000;64000
;120R0234;Dimsum Siomay Original;5;25000;125000
2020-01-14;120R0235;Blueberry Cheese;6;65000;390000
;120R0235;Dimsum Siomay Ayam;3;27000;81000
;120R0235;Nastar Spesial;2;90000;180000
2020-01-14;120R0236;Nastar Spesial;3;90000;270000
;120R0236;Lavarisol Smoked Beef;7;60000;420000
;120R0236;Pudding Batik;1;120000;120000
;120R0236;Kaastengels;4;85000;340000
;120R0236;Lavarisol Triple Cheese;3;60000;180000
2020-01-14;120R0237;Kaastengels;2;85000;170000
;120R0237;Pudding Batik;7;120000;840000
;120R0237;Dimsum Siomay Keju;4;30000;120000
2020-01-14;120R0238;Putri Salju;7;85000;595000
;120R0238;Lavarisol Original;1;60000;60000
;120R0238;Pudding Batik;5;120000;600000
;120R0238;Dimsum Siomay Original;6;25000;150000
2020-01-14;120R0239;Dimsum Siomay Ayam;6;27000;162000
;120R0239;Lidah Kucing;1;70000;70000
;120R0239;Pudding Buah;4;100000;400000
;120R0239;Lavarisol Original;3;60000;180000
2020-01-14;120R0240;Blueberry Cheese;1;65000;65000
;120R0240;Red Velvet;3;90000;270000
;120R0240;Dimsum Siomay Udang Keju;6;32000;192000
2020-01-14;120R0241;Sagu Keju;4;75000;300000
;120R0241;Nastar Spesial;7;90000;630000
;120R0241;Lavarisol Campur;2;60000;120000
;120R0241;Pudding Buah;5;100000;500000
2020-01-15;120R0242;Dimsum Siomay Crab;7;27000;189000
;120R0242;Blueberry Cheese;7;65000;455000
;120R0242;Dimsum Siomay Keju;3;30000;90000
;120R0242;Putri Salju;5;85000;425000
;120R0242;Nastar Spesial;1;90000;90000
2020-01-15;120R0243;Lavarisol Original;4;60000;240000
;120R0243;Dimsum Siomay Crab;7;27000;189000
;120R0243;Kaastengels;3;85000;255000
2020-01-15;120R0244;Pudding Batik;4;120000;480000
;120R0244;Dimsum Siomay Ayam;3;27000;81000
;120R0244;Dimsum Siomay Keju;6;30000;180000
;120R0244;Dimsum Siomay Original;6;25000;150000
2020-01-15;120R0245;Brownies Cookies;7;40000;280000
2020-01-15;120R0246;Brownies Cookies;1;40000;40000
;120R0246;Lavarisol Smoked Beef;1;60000;60000
;120R0246;Putri Salju;4;85000;340000
;120R0246;Dimsum Siomay Ayam;2;27000;54000
2020-01-15;120R0247;Red Velvet;5;90000;450000
;120R0247;Lavarisol Campur;3;60000;180000
;120R0247;Lavarisol Original;4;60000;240000
2020-01-15;120R0248;Red Velvet;4;90000;360000
;120R0248;Blueberry Cheese;6;65000;390000
2020-01-15;120R0249;Blueberry Cheese;2;65000;130000
;120R0249;Dimsum Siomay Original;4;25000;100000
;120R0249;Brownies Cookies;6;40000;240000
;120R0249;Lavarisol Triple Cheese;4;60000;240000
;120R0249;Sagu Keju;7;75000;525000
2020-01-15;120R0250;Pudding Batik;4;120000;480000
;120R0250;Putri Salju;6;85000;510000
2020-01-15;120R0251;Pudding Batik;6;120000;720000
;120R0251;Lavarisol Campur;3;60000;180000
;120R0251;Dimsum Siomay Ayam;2;27000;54000
;120R0251;Lavarisol Campur;2;60000;120000
2020-01-15;120R0252;Cookies Hias;6;60000;360000
;120R0252;Lavarisol Original;7;60000;420000
;120R0252;Lavarisol Campur;6;60000;360000
2020-01-15;120R0253;Pudding Buah;2;100000;200000
;120R0253;Lavarisol Triple Cheese;6;60000;360000
;120R0253;Lavarisol Smoked Beef;5;60000;300000
;120R0253;Dimsum Siomay Ayam;7;27000;189000
2020-01-15;120R0254;Lidah Kucing;2;70000;140000
;120R0254;Cookies Hias;7;60000;420000
2020-01-15;120R0255;Cookies Hias;3;60000;180000
;120R0255;Dimsum Siomay Crab;2;27000;54000
;120R0255;Cookies Hias;6;60000;360000
;120R0255;Pudding Buah;5;100000;500000
2020-01-15;120R0256;Pudding Batik;3;120000;360000
;120R0256;Red Velvet;4;90000;360000
;120R0256;Nastar Spesial;6;90000;540000
2020-01-15;120R0257;Kaastengels;5;85000;425000
;120R0257;Lavarisol Smoked Beef;1;60000;60000
;120R0257;Lavarisol Original;1;60000;60000
;120R0257;Sagu Keju;4;75000;300000
2020-01-15;120R0258;Lavarisol Campur;3;60000;180000
;120R0258;Brownies Cookies;4;40000;160000
;120R0258;Nastar Spesial;4;90000;360000
2020-01-15;120R0259;Lavarisol Triple Cheese;6;60000;360000
;120R0259;Dimsum Siomay Udang Keju;2;32000;64000
;120R0259;Pudding Buah;1;100000;100000
;120R0259;Lidah Kucing;7;70000;490000
2020-01-15;120R0260;Lavarisol Campur;1;60000;60000
;120R0260;Dimsum Siomay Original;3;25000;75000
;120R0260;Sagu Keju;6;75000;450000
2020-01-16;120R0261;Red Velvet;3;90000;270000
;120R0261;Dimsum Siomay Original;2;25000;50000
;120R0261;Cookies Hias;7;60000;420000
2020-01-16;120R0262;Cookies Hias;1;60000;60000
;120R0262;Dimsum Siomay Ayam;3;27000;81000
;120R0262;Putri Salju;5;85000;425000
;120R0262;Dimsum Siomay Keju;2;30000;60000
2020-01-16;120R0263;Lavarisol Original;1;60000;60000
;120R0263;Dimsum Siomay Crab;4;27000;108000
;120R0263;Dimsum Siomay Udang Keju;6;32000;192000
;120R0263;Lavarisol Campur;7;60000;420000
2020-01-16;120R0264;Putri Salju;7;85000;595000
;120R0264;Pudding Buah;7;100000;700000
;120R0264;Brownies Cookies;7;40000;280000
2020-01-16;120R0265;Lavarisol Triple Cheese;4;60000;240000
;120R0265;Putri Salju;2;85000;170000
;120R0265;Dimsum Siomay Udang Keju;1;32000;32000
;120R0265;Lavarisol Campur;1;60000;60000
2020-01-16;120R0266;Blueberry Cheese;6;65000;390000
;120R0266;Dimsum Siomay Original;5;25000;125000
;120R0266;Lavarisol Triple Cheese;7;60000;420000
;120R0266;Lidah Kucing;2;70000;140000
;120R0266;Red Velvet;6;90000;540000
2020-01-16;120R0267;Nastar Spesial;4;90000;360000
;120R0267;Lavarisol Original;2;60000;120000
;120R0267;Dimsum Siomay Keju;3;30000;90000
2020-01-16;120R0268;Kaastengels;3;85000;255000
;120R0268;Nastar Spesial;1;90000;90000
;120R0268;Lidah Kucing;3;70000;210000
;120R0268;Sagu Keju;4;75000;300000
2020-01-16;120R0269;Dimsum Siomay Udang Keju;1;32000;32000
;120R0269;Pudding Buah;7;100000;700000
;120R0269;Kaastengels;3;85000;255000
2020-01-16;120R0270;Pudding Buah;2;100000;200000
;120R0270;Lavarisol Smoked Beef;4;60000;240000
2020-01-16;120R0271;Lavarisol Smoked Beef;7;60000;420000
;120R0271;Dimsum Siomay Keju;1;30000;30000
;120R0271;Nastar Spesial;3;90000;270000
;120R0271;Blueberry Cheese;4;65000;260000
2020-01-16;120R0272;Blueberry Cheese;7;65000;455000
;120R0272;Brownies Cookies;7;40000;280000
;120R0272;Pudding Buah;5;100000;500000
2020-01-16;120R0273;Dimsum Siomay Original;4;25000;100000
;120R0273;Dimsum Siomay Ayam;2;27000;54000
;120R0273;Red Velvet;3;90000;270000
;120R0273;Kaastengels;3;85000;255000
;120R0273;Lavarisol Campur;5;60000;300000
2020-01-16;120R0274;Brownies Cookies;2;40000;80000
;120R0274;Lavarisol Campur;7;60000;420000
;120R0274;Kaastengels;6;85000;510000
2020-01-16;120R0275;Sagu Keju;7;75000;525000
;120R0275;Lidah Kucing;7;70000;490000
;120R0275;Dimsum Siomay Original;6;25000;150000
;120R0275;Red Velvet;2;90000;180000
2020-01-17;120R0276;Blueberry Cheese;2;65000;130000
;120R0276;Red Velvet;6;90000;540000
;120R0276;Dimsum Siomay Keju;4;30000;120000
2020-01-17;120R0277;Kaastengels;6;85000;510000
;120R0277;Cookies Hias;1;60000;60000
;120R0277;Lavarisol Triple Cheese;3;60000;180000
;120R0277;Pudding Batik;6;120000;720000
2020-01-17;120R0278;Sagu Keju;5;75000;375000
;120R0278;Dimsum Siomay Keju;5;30000;150000
2020-01-17;120R0279;Dimsum Siomay Keju;7;30000;210000
;120R0279;Kaastengels;7;85000;595000
;120R0279;Pudding Batik;6;120000;720000
2020-01-17;120R0280;Dimsum Siomay Original;7;25000;175000
;120R0280;Lidah Kucing;6;70000;420000
;120R0280;Kaastengels;3;85000;255000
;120R0280;Brownies Cookies;3;40000;120000
2020-01-17;120R0281;Sagu Keju;5;75000;375000
;120R0281;Lavarisol Smoked Beef;4;60000;240000
;120R0281;Dimsum Siomay Keju;4;30000;120000
2020-01-17;120R0282;Nastar Spesial;4;90000;360000
;120R0282;Dimsum Siomay Original;6;25000;150000
;120R0282;Pudding Buah;6;100000;600000
;120R0282;Dimsum Siomay Udang Keju;2;32000;64000
2020-01-17;120R0283;Sagu Keju;7;75000;525000
;120R0283;Dimsum Siomay Ayam;2;27000;54000
;120R0283;Cookies Hias;3;60000;180000
;120R0283;Dimsum Siomay Crab;1;27000;27000
;120R0283;Dimsum Siomay Udang Keju;5;32000;160000
2020-01-17;120R0284;Lavarisol Campur;4;60000;240000
;120R0284;Cookies Hias;1;60000;60000
;120R0284;Nastar Spesial;7;90000;630000
2020-01-17;120R0285;Sagu Keju;2;75000;150000
;120R0285;Dimsum Siomay Keju;4;30000;120000
;120R0285;Lavarisol Triple Cheese;6;60000;360000
2020-01-17;120R0286;Pudding Buah;4;100000;400000
;120R0286;Lavarisol Smoked Beef;3;60000;180000
;120R0286;Sagu Keju;7;75000;525000
;120R0286;Putri Salju;6;85000;510000
2020-01-17;120R0287;Lavarisol Campur;4;60000;240000
;120R0287;Lavarisol Smoked Beef;3;60000;180000
;120R0287;Red Velvet;5;90000;450000
;120R0287;Lidah Kucing;5;70000;350000
2020-01-17;120R0288;Brownies Cookies;1;40000;40000
;120R0288;Kaastengels;6;85000;510000
2020-01-17;120R0289;Brownies Cookies;6;40000;240000
;120R0289;Dimsum Siomay Original;3;25000;75000
;120R0289;Dimsum Siomay Keju;3;30000;90000
2020-01-18;120R0290;Blueberry Cheese;5;65000;325000
;120R0290;Lavarisol Campur;4;60000;240000
;120R0290;Dimsum Siomay Original;2;25000;50000
;120R0290;Dimsum Siomay Keju;2;30000;60000
;120R0290;Kaastengels;4;85000;340000
2020-01-18;120R0291;Lavarisol Triple Cheese;6;60000;360000
;120R0291;Nastar Spesial;2;90000;180000
;120R0291;Brownies Cookies;3;40000;120000
2020-01-18;120R0292;Blueberry Cheese;1;65000;65000
;120R0292;Dimsum Siomay Udang Keju;7;32000;224000
;120R0292;Dimsum Siomay Ayam;6;27000;162000
;120R0292;Dimsum Siomay Keju;7;30000;210000
2020-01-18;120R0293;Brownies Cookies;4;40000;160000
;120R0293;Lavarisol Smoked Beef;7;60000;420000
;120R0293;Putri Salju;6;85000;510000
;120R0293;Dimsum Siomay Keju;6;30000;180000
2020-01-18;120R0294;Putri Salju;2;85000;170000
;120R0294;Dimsum Siomay Keju;7;30000;210000
;120R0294;Kaastengels;5;85000;425000
2020-01-18;120R0295;Blueberry Cheese;2;65000;130000
;120R0295;Dimsum Siomay Keju;1;30000;30000
;120R0295;Pudding Buah;6;100000;600000
;120R0295;Lavarisol Smoked Beef;2;60000;120000
;120R0295;Kaastengels;5;85000;425000
2020-01-18;120R0296;Nastar Spesial;3;90000;270000
;120R0296;Cookies Hias;6;60000;360000
;120R0296;Lavarisol Campur;2;60000;120000
2020-01-18;120R0297;Dimsum Siomay Keju;5;30000;150000
;120R0297;Sagu Keju;5;75000;375000
;120R0297;Blueberry Cheese;1;65000;65000
2020-01-18;120R0298;Putri Salju;4;85000;340000
